,source,target
37229,18613,30848
37230,18613,30785
37231,18613,31639
37232,18613,33208
37233,18613,41684
37234,18613,16964
37235,18613,32250
37236,18613,28056
37237,18613,8530
37238,18613,41237
37239,18613,23526
37240,18613,40223
37241,18613,20534
37242,35298,7603
37243,35298,11404
37244,35298,34725
37245,35298,34813
37246,35298,38982
37247,35298,38821
37248,35298,4797
37249,35424,3376
37250,35424,5138
37251,35424,6777
37252,35424,12707
37253,35424,2600
37254,35424,40537
37255,18619,9589
37256,18619,21215
37257,18619,40019
37258,22347,4057
37259,22347,14638
37260,22347,15281
37261,22347,34225
37262,7284,1582
37263,7284,2045
37264,7284,4925
37265,7284,6758
37266,7284,39113
37267,7284,40605
37268,7284,11132
37269,7284,24825
37270,7284,12675
37271,7284,13160
37272,7284,38808
37273,7284,29961
37274,18061,937
37275,18061,7534
37276,18061,32261
37277,18061,40223
37278,18061,36632
37279,27070,1872
37280,27070,2225
37281,27070,4012
37282,27070,6060
37283,27070,6498
37284,27070,11001
37285,27070,12185
37286,27070,35784
37287,27070,23241
37288,27070,41133
37289,27070,35509
37290,27070,36727
37291,27070,25588
37292,27070,19963
37293,27070,2600
37294,27070,32591
37295,27070,24406
37296,27070,30497
37297,27070,40143
37298,27070,20259
37299,39173,41433
37300,39173,16042
37301,39173,18029
37302,39173,24853
37303,39173,26112
37304,37207,6973
37305,37207,10865
37306,37207,14018
37307,37207,15786
37308,37207,30428
37309,37207,34312
37310,37207,37624
37311,14700,2079
37312,14700,4930
37313,14700,8320
37314,14700,10431
37315,14700,8369
37316,14700,11331
37317,14700,11590
37318,14700,15426
37319,14700,18548
37320,14700,19325
37321,14700,22068
37322,14700,22597
37323,14700,33098
37324,14700,22961
37325,14700,23038
37326,14700,23174
37327,14700,24765
37328,14700,26260
37329,14700,26943
37330,14700,27584
37331,14700,21145
37332,14700,29131
37333,14700,29836
37334,14700,33100
37335,14700,36678
37336,14700,33312
37337,14700,26703
37338,14700,40223
37339,14700,38944
37340,32129,3992
37341,32129,4012
37342,32129,10850
37343,32129,10968
37344,32129,18548
37345,32129,20824
37346,32129,2600
37347,32129,29355
37348,32129,34183
37349,40448,12290
37350,40448,15884
37351,40448,36958
37352,40448,18477
37353,40448,39693
37354,18548,423
37355,18548,2890
37356,18548,3682
37357,18548,4925
37358,18548,9342
37359,18548,10166
37360,18548,8369
37361,18548,10581
37362,18548,10762
37363,18548,11001
37364,18548,12835
37365,18548,4356
37366,18548,17194
37367,18548,37778
37368,18548,41236
37369,18548,26788
37370,18548,34649
37371,18548,25962
37372,18548,24490
37373,18548,20256
37374,18548,27978
37375,18548,19387
37376,18548,40143
37377,18548,37896
37378,18548,20930
37379,18548,31876
37380,18548,26686
37381,18548,38910
37382,11969,11003
37383,11969,33667
37384,11969,20290
37385,11969,14638
37386,11969,39821
37387,11969,19829
37388,11969,26789
37389,11969,29585
37390,11969,13126
37391,11969,32877
37392,3376,15617
37393,3376,33546
37394,3376,41610
37395,3376,11001
37396,3376,21315
37397,35619,27899
37398,35619,3758
37399,35619,11641
37400,35619,27767
37401,33098,10426
37402,33098,39797
37403,33098,27363
37404,33098,36344
37405,685,15236
37406,685,14907
37407,685,6860
37408,685,41146
37409,685,41616
37410,15236,6583
37411,15236,10204
37412,15236,18967
37413,14907,9506
37414,14907,35161
37415,14907,32125
37416,14907,34130
37417,14907,24096
37418,14907,17174
37419,14907,22871
37420,6860,17174
37421,6860,18292
37422,6860,24096
37423,6860,26529
37424,41146,1919
37425,41146,25527
37426,41616,9315
37427,41616,9506
37428,41616,22871
37429,41616,24096
37430,41616,24196
37431,41616,24910
37432,41616,28370
37433,41616,34695
37434,41616,36338
37435,41616,38692
37436,20353,3056
37437,3056,2976
37438,3056,22261
37439,3056,32727
37440,3056,37333
37441,32852,11219
37442,32852,6602
37443,32852,6447
37444,32852,2739
37445,11219,35217
37446,11219,5904
37447,11219,8698
37448,11219,24411
37449,11219,37841
37450,11219,40527
37451,11219,31611
37452,11219,20211
37453,11219,32947
37454,11219,19198
37455,11219,30094
37456,11219,26908
37457,6602,2012
37458,6602,28552
37459,6602,28680
37460,6602,39593
37461,6602,27287
37462,6602,33307
37463,6602,20886
37464,6602,38653
37465,6602,37918
37466,6602,8708
37467,6602,13366
37468,6602,26602
37469,6447,8589
37470,6447,20296
37471,2739,2972
37472,2739,13269
37473,687,31642
37474,687,15569
37475,687,32541
37476,687,10802
37477,687,28533
37478,687,21259
37479,687,15175
37480,687,3151
37481,687,28431
37482,31642,4214
37483,31642,40696
37484,15569,3151
37485,15569,5555
37486,15569,8971
37487,15569,12325
37488,15569,41297
37489,32541,14166
37490,32541,6596
37491,32541,36333
37492,32541,9240
37493,32541,13114
37494,32541,29485
37495,10802,2503
37496,10802,21525
37497,10802,7956
37498,10802,8937
37499,10802,30027
37500,10802,19703
37501,10802,32447
37502,10802,10845
37503,10802,39863
37504,10802,26484
37505,28533,3087
37506,28533,12816
37507,28533,21259
37508,28533,28868
37509,21259,1529
37510,21259,3151
37511,21259,17724
37512,21259,20263
37513,21259,25311
37514,21259,25979
37515,21259,21542
37516,21259,23907
37517,21259,35162
37518,21259,34115
37519,21259,30520
37520,21259,24780
37521,21259,32878
37522,15175,5427
37523,15175,7302
37524,15175,12093
37525,15175,13267
37526,15175,15966
37527,15175,16324
37528,3151,28431
37529,3151,11329
37530,3151,3183
37531,3151,40696
37532,688,1622
37533,688,14243
37534,688,41716
37535,688,36639
37536,688,38538
37537,688,6210
37538,688,41115
37539,1622,3463
37540,1622,19237
37541,1622,35600
37542,14243,31973
37543,14243,18542
37544,14243,16954
37545,41716,1654
37546,41716,2330
37547,41716,7433
37548,41716,9639
37549,41716,18634
37550,36639,20454
37551,36639,1973
37552,36639,5196
37553,36639,9105
37554,36639,9523
37555,36639,14070
37556,36639,34809
37557,36639,35658
37558,36639,26511
37559,38538,6243
37560,38538,12014
37561,6210,3087
37562,6210,26995
37563,6210,17317
37564,6210,17799
37565,6210,28607
37566,6210,16042
37567,41115,5660
37568,41115,10731
37569,41115,11299
37570,41115,13364
37571,41115,16073
37572,41115,16921
37573,41115,26401
37574,41115,32052
37575,41115,36324
37576,41115,2417
37577,689,35923
37578,35923,2404
37579,35923,10236
37580,35923,31944
37581,690,7466
37582,690,15732
37583,690,8671
37584,690,33184
37585,7466,3029
37586,7466,3956
37587,7466,4357
37588,7466,31805
37589,7466,29461
37590,7466,7850
37591,7466,11185
37592,7466,24956
37593,7466,12456
37594,7466,20501
37595,7466,26384
37596,7466,18037
37597,7466,35269
37598,7466,21253
37599,7466,24525
37600,7466,14274
37601,7466,30269
37602,7466,15111
37603,15732,2177
37604,15732,37237
37605,15732,21741
37606,15732,40304
37607,8671,1361
37608,8671,1936
37609,8671,31579
37610,8671,3525
37611,8671,6546
37612,8671,7348
37613,8671,7550
37614,8671,35454
37615,8671,14520
37616,8671,4371
37617,8671,36574
37618,8671,17541
37619,8671,13212
37620,8671,31225
37621,8671,40614
37622,8671,18983
37623,8671,27464
37624,8671,30440
37625,8671,34451
37626,8671,40216
37627,8671,11011
37628,8671,18837
37629,8671,16039
37630,8671,14162
37631,8671,18684
37632,8671,18764
37633,8671,23663
37634,8671,32964
37635,8671,15043
37636,8671,13820
37637,8671,10289
37638,8671,30326
37639,8671,23962
37640,8671,29906
37641,33184,13919
37642,33184,9189
37643,33184,28776
37644,33184,40350
37645,33184,40304
37646,16485,979
37647,16485,1526
37648,16485,19533
37649,16485,21468
37650,16485,37706
37651,16485,17039
37652,16485,31217
37653,16485,26658
37654,16485,35388
37655,16485,24382
37656,16485,28203
37657,37289,2321
37658,37289,2994
37659,37289,4253
37660,37289,4519
37661,37289,4994
37662,37289,5380
37663,37289,35910
37664,37289,5986
37665,37289,34495
37666,37289,7302
37667,37289,7386
37668,37289,14644
37669,37289,10268
37670,37289,12247
37671,37289,16534
37672,37289,19272
37673,37289,19603
37674,37289,21933
37675,37289,22179
37676,37289,23286
37677,37289,23706
37678,37289,25850
37679,37289,26401
37680,37289,26707
37681,37289,32307
37682,37289,27947
37683,37289,28574
37684,37289,16430
37685,37289,29914
37686,37289,31182
37687,37289,32253
37688,37289,33156
37689,37289,34327
37690,37289,36003
37691,37289,39612
37692,37289,40624
37693,37289,34451
37694,37289,40047
37695,37289,40985
37696,37289,41435
37697,37289,37357
37698,37289,38946
37699,37289,37291
37700,41737,22802
37701,41737,6532
37702,41737,22589
37703,41737,16711
37704,41737,20523
37705,41737,24284
37706,41737,24385
37707,41737,25900
37708,41737,33351
37709,41737,36384
37710,41737,37214
37711,41737,37565
37712,692,38322
37713,692,14143
37714,692,21913
37715,692,3113
37716,692,26153
37717,38322,40776
37718,38322,35961
37719,38322,38933
37720,14143,814
37721,14143,4700
37722,14143,6188
37723,14143,8370
37724,14143,13124
37725,14143,35889
37726,14143,38020
37727,14143,29467
37728,14143,24714
37729,14143,26243
37730,14143,26153
37731,14143,31851
37732,21913,827
37733,21913,10781
37734,21913,12282
37735,21913,34582
37736,21913,38933
37737,21913,31882
37738,3113,12282
37739,3113,26153
37740,3113,22240
37741,3113,30885
37742,3113,19436
37743,3113,16109
37744,3113,11827
37745,3113,23918
37746,3113,21395
37747,26153,6816
37748,26153,21395
37749,26153,8370
37750,26153,11132
37751,26153,12282
37752,26153,12868
37753,26153,15043
37754,26153,16109
37755,26153,16504
37756,26153,23918
37757,26153,37688
37758,26153,35889
37759,26153,33522
37760,125,3521
37761,3521,6756
37762,3521,37642
37763,3521,28063
37764,694,34318
37765,694,2704
37766,34318,12546
37767,34318,15610
37768,34318,4709
37769,2704,1731
37770,2704,30337
37771,2704,37754
37772,2704,40858
37773,695,8312
37774,8312,5997
37775,8312,18661
37776,8312,36925
37777,8312,29217
37778,8312,37202
37779,8312,21194
37780,696,2121
37781,696,1900
37782,696,37678
37783,696,34394
37784,696,12190
37785,696,12991
37786,696,11335
37787,696,5335
37788,696,32320
37789,696,10243
37790,696,6855
37791,696,21803
37792,696,29073
37793,696,16665
37794,696,3366
37795,696,34874
37796,696,806
37797,696,36906
37798,696,16854
37799,696,35820
37800,696,31355
37801,696,27508
37802,696,6188
37803,696,5271
37804,2121,806
37805,2121,23438
37806,2121,16399
37807,2121,38363
37808,2121,2312
37809,2121,29666
37810,2121,16752
37811,2121,25310
37812,2121,33014
37813,1900,33014
37814,1900,5335
37815,1900,26259
37816,1900,2114
37817,1900,7605
37818,1900,3632
37819,1900,6855
37820,1900,15283
37821,1900,41539
37822,1900,36207
37823,1900,31355
37824,1900,12638
37825,37678,29174
37826,37678,37633
37827,37678,37817
37828,34394,35142
37829,34394,6777
37830,34394,12991
37831,34394,41041
37832,34394,6855
37833,34394,31355
37834,34394,29355
37835,34394,39930
37836,12190,4727
37837,12190,28509
37838,12190,8428
37839,12190,10255
37840,12190,28263
37841,12190,23264
37842,12190,26424
37843,12190,13421
37844,12190,16119
37845,12190,40467
37846,12190,15465
37847,12190,38879
37848,12190,39104
37849,12190,41478
37850,12190,35519
37851,12991,3366
37852,12991,6882
37853,12991,11118
37854,12991,11335
37855,12991,23438
37856,12991,39188
37857,12991,39930
37858,12991,21177
37859,12991,19610
37860,12991,36906
37861,12991,31355
37862,12991,23000
37863,11335,5271
37864,11335,7982
37865,11335,34788
37866,11335,41539
37867,5335,21962
37868,5335,11731
37869,5335,20256
37870,5335,36906
37871,5335,19998
37872,5335,31355
37873,32320,2312
37874,32320,5271
37875,32320,19385
37876,32320,25353
37877,32320,40287
37878,32320,34874
37879,10243,3838
37880,10243,5271
37881,10243,40033
37882,10243,32246
37883,10243,33014
37884,10243,19998
37885,6855,6591
37886,6855,8444
37887,6855,12138
37888,6855,25353
37889,6855,15934
37890,21803,3366
37891,21803,3856
37892,21803,4646
37893,21803,5271
37894,21803,7982
37895,21803,10255
37896,21803,19998
37897,21803,39930
37898,21803,25193
37899,21803,34874
37900,29073,3366
37901,29073,9542
37902,29073,17147
37903,29073,21990
37904,29073,24221
37905,29073,25193
37906,29073,26145
37907,29073,33165
37908,29073,30357
37909,29073,33934
37910,16665,24221
37911,3366,5271
37912,3366,18539
37913,3366,5262
37914,3366,6583
37915,3366,41539
37916,3366,21956
37917,3366,6188
37918,34874,8529
37919,34874,11190
37920,34874,29664
37921,34874,14214
37922,34874,16854
37923,34874,25353
37924,34874,25493
37925,34874,10452
37926,34874,32567
37927,34874,39930
37928,34874,40467
37929,806,16399
37930,806,16335
37931,806,37922
37932,36906,4365
37933,36906,6615
37934,36906,10484
37935,36906,11023
37936,36906,12229
37937,36906,22603
37938,36906,23742
37939,36906,23060
37940,36906,24573
37941,36906,24799
37942,36906,30264
37943,36906,30900
37944,36906,35324
37945,36906,41180
37946,16854,4646
37947,16854,5271
37948,16854,7982
37949,16854,11091
37950,16854,25353
37951,35820,22766
37952,35820,26145
37953,35820,26259
37954,35820,38740
37955,35820,39602
37956,31355,21395
37957,31355,10420
37958,31355,11977
37959,27508,3810
37960,27508,6783
37961,27508,36892
37962,27508,11826
37963,27508,20442
37964,27508,550
37965,27508,36116
37966,27508,36528
37967,6188,16656
37968,6188,23950
37969,6188,3331
37970,6188,3632
37971,6188,33014
37972,6188,23548
37973,6188,10058
37974,6188,28969
37975,6188,38959
37976,6188,25555
37977,6188,31440
37978,6188,41538
37979,6188,22760
37980,6188,15934
37981,6188,7329
37982,6188,14214
37983,6188,13622
37984,6188,35437
37985,6188,32742
37986,6188,33761
37987,6188,39946
37988,6188,11872
37989,6188,24879
37990,6188,13265
37991,6188,26243
37992,6188,37405
37993,5271,7982
37994,5271,41539
37995,5271,19998
37996,5271,23683
37997,28905,1000
37998,28905,1016
37999,28905,28076
38000,28905,6842
38001,28905,6917
38002,28905,7518
38003,28905,7796
38004,28905,21805
38005,28905,1789
38006,28905,36996
38007,28905,13991
38008,28905,38065
38009,28905,19924
38010,28905,20340
38011,28905,28334
38012,28905,28900
38013,28905,39791
38014,28905,40893
38015,28905,41714
38016,28905,38918
38017,28905,31847
38018,28905,40622
38019,28905,36366
38020,28905,22650
38021,25733,6019
38022,25733,8347
38023,25733,39312
38024,24459,2835
38025,24459,3013
38026,24459,15978
38027,24459,16089
38028,24459,17796
38029,24459,40592
38030,24459,30579
38031,24459,29399
38032,24459,27372
38033,24459,34047
38034,24459,36732
38035,24459,24858
38036,24459,25245
38037,24459,33097
38038,24459,29037
38039,30962,7607
38040,30962,29257
38041,30962,11202
38042,30962,33467
38043,30962,20979
38044,698,27232
38045,699,4363
38046,699,2564
38047,699,4507
38048,699,4814
38049,699,12402
38050,699,6861
38051,699,15870
38052,699,35963
38053,699,36767
38054,699,9377
38055,699,22260
38056,699,38349
38057,699,10004
38058,699,21029
38059,699,14108
38060,4363,2445
38061,4363,4060
38062,4363,24570
38063,4363,27135
38064,4363,18392
38065,4363,10557
38066,4363,14448
38067,4363,6721
38068,4363,26224
38069,4363,19182
38070,4363,18622
38071,4363,7539
38072,4363,27349
38073,4363,21773
38074,4363,11084
38075,4363,26111
38076,4363,41509
38077,4363,34036
38078,4363,4649
38079,4363,37704
38080,4363,24095
38081,2564,5240
38082,2564,14571
38083,2564,21029
38084,4507,12402
38085,4507,6861
38086,4507,35963
38087,4507,21570
38088,4507,36767
38089,4507,9377
38090,4507,34039
38091,4507,21029
38092,4507,10004
38093,4814,3095
38094,4814,12402
38095,4814,35963
38096,4814,9377
38097,4814,38217
38098,4814,21029
38099,12402,7720
38100,12402,9377
38101,12402,19618
38102,12402,35241
38103,12402,15870
38104,12402,10758
38105,12402,28990
38106,12402,24968
38107,12402,10905
38108,12402,27002
38109,6861,28731
38110,6861,14108
38111,6861,27002
38112,6861,9377
38113,6861,16724
38114,6861,21029
38115,6861,10004
38116,15870,3095
38117,15870,4758
38118,15870,9649
38119,15870,36767
38120,15870,34039
38121,15870,31987
38122,35963,2630
38123,35963,6606
38124,35963,14108
38125,35963,16028
38126,35963,20127
38127,35963,21029
38128,35963,30023
38129,35963,30987
38130,35963,38349
38131,36767,1657
38132,36767,15345
38133,9377,1234
38134,9377,16724
38135,9377,22993
38136,9377,35613
38137,9377,34039
38138,9377,10905
38139,9377,10004
38140,9377,21029
38141,22260,1977
38142,22260,4393
38143,22260,15602
38144,22260,19911
38145,22260,36912
38146,22260,26218
38147,22260,29559
38148,22260,31171
38149,38349,2255
38150,38349,36459
38151,38349,17962
38152,38349,19374
38153,38349,23467
38154,38349,24719
38155,38349,38656
38156,10004,26701
38157,10004,14108
38158,10004,19677
38159,10004,16724
38160,10004,10905
38161,10004,21029
38162,21029,31568
38163,21029,26123
38164,21029,5240
38165,21029,24968
38166,21029,23695
38167,14108,3095
38168,14108,16724
38169,14108,27002
38170,14108,19003
38171,700,10362
38172,700,12908
38173,700,27480
38174,700,11182
38175,10362,5973
38176,10362,18238
38177,10362,26810
38178,12908,35473
38179,12908,8866
38180,12908,9700
38181,12908,11182
38182,12908,13632
38183,12908,20634
38184,12908,37257
38185,12908,23859
38186,12908,24107
38187,12908,23658
38188,27480,20531
38189,27480,8608
38190,27480,20981
38191,27480,22073
38192,27480,22637
38193,27480,24097
38194,27480,24107
38195,27480,25347
38196,27480,26810
38197,27480,31520
38198,11182,2456
38199,11182,29056
38200,11182,21832
38201,11182,13937
38202,11182,25094
38203,11182,26187
38204,11182,23976
38205,11182,14482
38206,11182,29291
38207,11182,20897
38208,11182,35978
38209,11182,19009
38210,11182,13303
38211,701,20145
38212,701,4925
38213,701,1287
38214,701,8217
38215,701,30523
38216,701,21120
38217,701,15804
38218,701,15923
38219,701,2877
38220,701,41618
38221,701,30610
38222,20145,39921
38223,20145,15923
38224,20145,21480
38225,20145,30610
38226,20145,29628
38227,20145,24954
38228,4925,19039
38229,4925,20393
38230,4925,2600
38231,4925,22957
38232,4925,34358
38233,4925,41243
38234,4925,30632
38235,1287,20057
38236,1287,29055
38237,8217,7028
38238,8217,41470
38239,8217,40500
38240,8217,30632
38241,30523,37967
38242,30523,15307
38243,30523,15635
38244,30523,27333
38245,30523,50
38246,30523,31148
38247,21120,13554
38248,21120,2462
38249,21120,3071
38250,21120,4254
38251,21120,5410
38252,21120,6026
38253,21120,8108
38254,21120,15433
38255,21120,15804
38256,21120,17263
38257,21120,18611
38258,21120,19120
38259,21120,20710
38260,21120,34552
38261,21120,39858
38262,21120,29589
38263,21120,34097
38264,21120,25018
38265,21120,22811
38266,15804,5410
38267,15804,6506
38268,15804,16615
38269,15804,16741
38270,15804,29589
38271,15804,37983
38272,15804,32614
38273,15923,3615
38274,15923,5522
38275,15923,10358
38276,15923,21480
38277,15923,30610
38278,15923,31103
38279,15923,41284
38280,2877,12003
38281,2877,5520
38282,2877,24988
38283,2877,41618
38284,2877,33785
38285,2877,34999
38286,2877,20516
38287,2877,25370
38288,2877,3919
38289,2877,5390
38290,2877,30610
38291,2877,32591
38292,2877,7702
38293,2877,25839
38294,2877,40500
38295,2877,19454
38296,2877,22975
38297,41618,799
38298,41618,23970
38299,41618,30610
38300,41618,38619
38301,41618,40352
38302,30610,799
38303,30610,3198
38304,30610,10439
38305,30610,22957
38306,30610,26415
38307,702,29861
38308,29861,9655
38309,32817,40042
38310,32817,3128
38311,32817,4775
38312,32817,4956
38313,32817,6365
38314,32817,6431
38315,32817,6541
38316,32817,7065
38317,32817,7833
38318,32817,28968
38319,32817,8790
38320,32817,29235
38321,32817,9887
38322,32817,23892
38323,32817,13095
38324,32817,14288
38325,32817,15662
38326,32817,19141
38327,32817,21252
38328,32817,21721
38329,32817,22107
38330,32817,22189
38331,32817,24136
38332,32817,25469
38333,32817,25645
38334,32817,26492
38335,32817,27954
38336,32817,28539
38337,32817,31219
38338,32817,37152
38339,32817,29814
38340,32817,39833
38341,32817,39303
38342,32817,34270
38343,32817,38376
38344,32817,35592
38345,32817,30336
38346,32817,33261
38347,32817,35548
38348,32817,31582
38349,32817,33180
38350,24578,3216
38351,24578,31177
38352,24578,6013
38353,24578,24231
38354,24578,18372
38355,24578,10179
38356,37555,3128
38357,37555,10100
38358,37555,21696
38359,30809,12777
38360,30809,15639
38361,30809,34756
38362,9758,1657
38363,9758,11928
38364,9758,13145
38365,9758,31286
38366,15465,7303
38367,15465,9623
38368,15465,40664
38369,15465,38778
38370,15465,26017
38371,15465,20760
38372,15465,36826
38373,15465,17338
38374,15465,24497
38375,1296,40517
38376,1296,3558
38377,1296,12808
38378,1296,6621
38379,1296,5404
38380,1296,22027
38381,1296,11241
38382,1296,36901
38383,1296,19553
38384,21721,5343
38385,21721,6265
38386,21721,6585
38387,21721,8642
38388,21721,23892
38389,21721,36725
38390,21721,32494
38391,21721,11859
38392,9105,4748
38393,9105,4775
38394,9105,38840
38395,9105,26237
38396,9105,34596
38397,9105,34544
38398,9105,32001
38399,9105,4575
38400,9105,34666
38401,3216,17049
38402,3216,39451
38403,3216,6744
38404,3216,13272
38405,30975,22802
38406,30975,6532
38407,30975,16360
38408,30975,36857
38409,30975,37669
38410,30975,23843
38411,30975,32715
38412,30975,41421
38413,27954,921
38414,27954,21715
38415,27954,11973
38416,27954,15322
38417,27954,24012
38418,27954,35755
38419,27954,30336
38420,27954,35850
38421,36510,4701
38422,36510,8292
38423,36510,15846
38424,36510,19147
38425,36510,27334
38426,36510,27366
38427,36510,39574
38428,2086,19208
38429,2086,24848
38430,704,13146
38431,704,38271
38432,704,2286
38433,704,32392
38434,704,32870
38435,13146,14175
38436,13146,32870
38437,13146,36934
38438,13146,35326
38439,38271,4393
38440,38271,10274
38441,38271,37612
38442,38271,32392
38443,38271,17131
38444,38271,22739
38445,2286,15058
38446,2286,14216
38447,2286,11794
38448,2286,32392
38449,2286,26477
38450,2286,19845
38451,32392,4007
38452,32392,14562
38453,32392,15058
38454,32392,23479
38455,32392,30014
38456,32392,22258
38457,32870,15818
38458,705,27754
38459,705,19365
38460,705,36492
38461,705,28839
38462,705,5727
38463,705,36061
38464,705,29273
38465,705,28242
38466,705,27131
38467,27754,13776
38468,27754,15336
38469,27754,17350
38470,27754,17695
38471,27754,4709
38472,27754,24940
38473,27754,26884
38474,27754,36623
38475,27754,41076
38476,27754,4932
38477,19365,5727
38478,19365,28599
38479,19365,27327
38480,36492,28306
38481,36492,20718
38482,36492,4598
38483,36492,3832
38484,36492,25766
38485,36492,27191
38486,36492,40257
38487,36492,37828
38488,36492,36675
38489,5727,3819
38490,5727,11526
38491,5727,12168
38492,5727,7950
38493,5727,10655
38494,5727,12940
38495,5727,35557
38496,5727,22897
38497,5727,25682
38498,5727,19778
38499,5727,21638
38500,36061,2626
38501,36061,19778
38502,36061,28186
38503,36061,39733
38504,36061,19317
38505,29273,22750
38506,28242,6013
38507,28242,29064
38508,28242,32400
38509,28242,38771
38510,28242,33880
38511,28242,41015
38512,706,40256
38513,706,18634
38514,40256,4745
38515,40256,5485
38516,40256,10258
38517,40256,15984
38518,40256,17229
38519,18634,3699
38520,18634,8178
38521,18634,17724
38522,18634,21542
38523,18634,25639
38524,18634,26210
38525,18634,35162
38526,18634,34115
38527,18634,13875
38528,18634,25471
38529,13554,24785
38530,13554,19092
38531,13554,4230
38532,13554,23903
38533,13554,39858
38534,13554,11889
38535,13554,20710
38536,13554,20059
38537,13554,31060
38538,24785,5392
38539,24785,6344
38540,24785,15433
38541,24785,17263
38542,24785,17333
38543,24785,18616
38544,24785,19120
38545,24785,20710
38546,24785,41271
38547,24785,41627
38548,24785,37181
38549,19092,5851
38550,19092,6691
38551,19092,11379
38552,19092,26396
38553,4230,11452
38554,4230,24580
38555,4230,4362
38556,4230,34554
38557,23903,31060
38558,23903,39858
38559,39858,1569
38560,39858,32614
38561,39858,35109
38562,11889,5765
38563,11889,19492
38564,11889,40782
38565,11889,30242
38566,11889,11597
38567,11889,37576
38568,11889,16044
38569,20710,2462
38570,20710,11606
38571,20710,13249
38572,20710,13322
38573,20710,19120
38574,20710,26751
38575,20710,24645
38576,20710,38612
38577,20059,16615
38578,20059,17263
38579,20059,23023
38580,20059,32482
38581,13314,14171
38582,13314,11883
38583,13314,14666
38584,13314,34094
38585,13314,23257
38586,13314,19911
38587,13314,14525
38588,13314,37773
38589,13314,32041
38590,13314,29633
38591,13314,29547
38592,8617,38445
38593,8617,28290
38594,8617,34772
38595,8617,12494
38596,8617,35186
38597,8617,21428
38598,8617,10977
38599,8617,4642
38600,8617,14614
38601,8617,30292
38602,8617,34133
38603,8617,28593
38604,24715,12033
38605,24715,24280
38606,24715,39155
38607,24715,25830
38608,24715,39926
38609,24715,32777
38610,24715,37613
38611,5774,2253
38612,5774,4524
38613,5774,5060
38614,5774,5610
38615,5774,26389
38616,5774,38855
38617,5774,33102
38618,5774,33915
38619,5774,28593
38620,5774,34687
38621,5774,5960
38622,5774,11821
38623,5774,26401
38624,5774,40741
38625,5774,12526
38626,5774,30192
38627,5774,11037
38628,5774,8611
38629,5774,19911
38630,5774,17586
38631,5774,15963
38632,5774,29397
38633,5774,41254
38634,5774,31959
38635,5774,10274
38636,5774,11593
38637,5774,25624
38638,5774,27487
38639,5774,11025
38640,6202,20455
38641,6202,4842
38642,6202,25916
38643,6202,6859
38644,6202,29693
38645,6202,26081
38646,6202,22464
38647,6202,22069
38648,6202,28866
38649,6202,29822
38650,6202,38917
38651,6202,39120
38652,6202,20715
38653,6202,10610
38654,6954,3679
38655,6954,33102
38656,6954,13355
38657,6954,19911
38658,6954,12033
38659,41379,12526
38660,41379,14506
38661,41379,14822
38662,41379,38342
38663,41379,21528
38664,41379,23029
38665,41379,24482
38666,41379,27281
38667,41379,33685
38668,41379,33915
38669,41379,34266
38670,33286,4524
38671,33286,4701
38672,33286,8961
38673,33286,10711
38674,33286,13355
38675,33286,19911
38676,17091,7426
38677,17091,29633
38678,17091,23257
38679,14975,37218
38680,14975,19278
38681,23385,1068
38682,23385,5213
38683,23385,8818
38684,23385,12580
38685,23385,40269
38686,23385,40729
38687,23385,20601
38688,14171,34094
38689,14171,34757
38690,14171,31459
38691,14171,22908
38692,20601,1746
38693,20601,2712
38694,20601,28733
38695,20601,12494
38696,20601,8799
38697,20601,9321
38698,20601,11830
38699,20601,11883
38700,20601,14151
38701,20601,18471
38702,20601,18513
38703,20601,19911
38704,20601,20073
38705,20601,33397
38706,20601,29286
38707,20601,40269
38708,20601,22002
38709,20601,38606
38710,20601,41292
38711,20601,22455
38712,20601,28909
38713,20601,23445
38714,20601,26401
38715,20601,34634
38716,8353,4524
38717,8353,28446
38718,8353,20209
38719,8353,30963
38720,8353,13355
38721,8353,19911
38722,8353,2999
38723,8353,31171
38724,8353,17586
38725,8353,28122
38726,8353,21783
38727,22908,29315
38728,22908,7310
38729,22908,34757
38730,22908,20255
38731,22908,30292
38732,22908,41624
38733,8611,2247
38734,8611,2413
38735,8611,10112
38736,8611,41659
38737,8611,25277
38738,8611,17944
38739,8611,20073
38740,8611,11025
38741,8611,14151
38742,20255,4543
38743,20255,28876
38744,20255,16641
38745,20255,37773
38746,20255,20073
38747,20255,34757
38748,20255,31459
38749,20255,37894
38750,20255,25196
38751,32044,1031
38752,32044,2170
38753,32044,8366
38754,32044,17586
38755,32044,29246
38756,32044,29397
38757,32044,36912
38758,32044,33102
38759,17586,7809
38760,17586,35701
38761,17586,36912
38762,17586,40741
38763,17586,27237
38764,17586,34687
38765,17586,11025
38766,14151,1031
38767,14151,20073
38768,14151,33123
38769,14151,37613
38770,32699,4383
38771,32699,10241
38772,32699,19403
38773,32699,26026
38774,32699,36912
38775,32699,38615
38776,15333,23921
38777,15333,36816
38778,25662,2958
38779,25662,22800
38780,25662,23257
38781,25662,28446
38782,25662,38361
38783,34757,29315
38784,34757,12526
38785,34757,20720
38786,34757,35562
38787,34757,31459
38788,4870,16557
38789,4870,23257
38790,4870,30963
38791,4870,33102
38792,4870,28990
38793,4870,23229
38794,4870,12526
38795,29633,30306
38796,29633,19489
